# BASE TAA TAG TGA
# colour 0:0:0 230:25:75 60:180:75
# label TAA TAG TGA
# name black red green
17398 2.0 10.0 8.0
17399 2.0 9.0 8.0
17400 2.0 9.0 8.0
17401 2.0 9.0 8.0
17402 2.0 8.0 8.0
17403 2.0 8.0 8.0
17404 2.0 8.0 8.0
17405 2.0 8.0 8.0
17406 2.0 8.0 8.0
17407 2.0 8.0 8.0
17408 2.0 8.0 8.0
17409 2.0 9.0 8.0
17410 2.0 9.0 8.0
17411 2.0 8.0 8.0
17412 2.0 8.0 8.0
17413 2.0 8.0 8.0
17414 2.0 8.0 8.0
17415 3.0 8.0 8.0
17416 3.0 8.0 8.0
17417 3.0 8.0 8.0
17418 3.0 8.0 8.0
17419 3.0 8.0 8.0
17420 2.0 8.0 8.0
17421 2.0 8.0 8.0
17422 2.0 8.0 8.0
17423 2.0 8.0 8.0
17424 2.0 8.0 8.0
17425 2.0 8.0 8.0
17426 2.0 8.0 7.0
17427 2.0 8.0 7.0
17428 2.0 8.0 7.0
17429 1.0 8.0 7.0
17430 1.0 8.0 7.0
17431 1.0 8.0 7.0
17432 1.0 8.0 7.0
17433 1.0 8.0 7.0
17434 1.0 8.0 7.0
17435 1.0 8.0 7.0
17436 1.0 8.0 7.0
17437 1.0 8.0 6.0
17438 1.0 8.0 6.0
17439 1.0 8.0 6.0
17440 1.0 8.0 6.0
17441 1.0 8.0 6.0
17442 1.0 8.0 6.0
17443 1.0 8.0 7.0
17444 1.0 8.0 7.0
17445 1.0 8.0 7.0
17446 1.0 8.0 7.0
17447 1.0 8.0 6.0
17448 1.0 8.0 6.0
17449 1.0 8.0 6.0
17450 1.0 8.0 5.0
17451 1.0 8.0 5.0
17452 2.0 8.0 5.0
17453 2.0 8.0 5.0
17454 2.0 8.0 5.0
17455 3.0 8.0 5.0
17456 3.0 8.0 4.0
17457 3.0 8.0 4.0
17458 3.0 9.0 4.0
17459 3.0 9.0 4.0
17460 3.0 9.0 4.0
17461 3.0 9.0 4.0
17462 3.0 9.0 4.0
17463 3.0 9.0 4.0
17464 4.0 8.0 4.0
17465 4.0 8.0 4.0
17466 4.0 8.0 4.0
17467 4.0 8.0 4.0
17468 4.0 8.0 4.0
17469 5.0 8.0 4.0
17470 5.0 8.0 4.0
17471 5.0 7.0 4.0
17472 5.0 7.0 4.0
17473 5.0 7.0 4.0
17474 5.0 7.0 4.0
17475 5.0 7.0 4.0
17476 5.0 7.0 4.0
17477 5.0 7.0 4.0
17478 5.0 7.0 4.0
17479 5.0 7.0 4.0
17480 5.0 7.0 4.0
17481 5.0 8.0 4.0
17482 5.0 8.0 4.0
17483 5.0 8.0 4.0
17484 5.0 8.0 4.0
17485 5.0 7.0 4.0
17486 5.0 8.0 4.0
17487 5.0 8.0 4.0
17488 5.0 8.0 4.0
17489 5.0 8.0 4.0
17490 6.0 8.0 4.0
17491 6.0 8.0 4.0
17492 6.0 8.0 4.0
17493 6.0 8.0 4.0
17494 6.0 8.0 4.0
17495 6.0 8.0 4.0
17496 6.0 8.0 4.0
17497 6.0 9.0 4.0
17498 6.0 9.0 4.0
17499 6.0 9.0 4.0
17500 6.0 9.0 4.0
17501 6.0 9.0 4.0
17502 6.0 8.0 4.0
17503 6.0 8.0 5.0
17504 6.0 8.0 5.0
17505 6.0 8.0 5.0
17506 6.0 8.0 5.0
17507 6.0 8.0 5.0
17508 6.0 8.0 5.0
17509 6.0 8.0 5.0
17510 6.0 8.0 5.0
17511 6.0 8.0 5.0
17512 6.0 8.0 5.0
17513 6.0 8.0 5.0
17514 6.0 8.0 5.0
17515 6.0 8.0 5.0
17516 6.0 8.0 5.0
17517 6.0 8.0 5.0
17518 6.0 8.0 5.0
17519 6.0 8.0 5.0
17520 6.0 8.0 5.0
17521 6.0 8.0 5.0
17522 6.0 8.0 5.0
17523 6.0 8.0 5.0
17524 6.0 8.0 5.0
17525 6.0 8.0 5.0
17526 6.0 8.0 5.0
17527 6.0 8.0 5.0
17528 6.0 8.0 5.0
17529 6.0 8.0 5.0
17530 7.0 8.0 5.0
17531 7.0 7.0 5.0
17532 7.0 7.0 5.0
17533 7.0 7.0 5.0
17534 7.0 7.0 5.0
17535 7.0 7.0 5.0
17536 7.0 7.0 6.0
17537 7.0 7.0 6.0
17538 7.0 7.0 6.0
17539 7.0 7.0 6.0
17540 7.0 7.0 6.0
17541 8.0 7.0 6.0
17542 8.0 7.0 6.0
17543 8.0 7.0 6.0
17544 8.0 7.0 6.0
17545 8.0 7.0 6.0
17546 8.0 7.0 6.0
17547 8.0 7.0 6.0
17548 8.0 7.0 7.0
17549 8.0 7.0 7.0
17550 8.0 7.0 7.0
17551 8.0 7.0 7.0
17552 8.0 7.0 7.0
17553 8.0 7.0 7.0
17554 8.0 7.0 7.0
17555 8.0 7.0 7.0
17556 8.0 7.0 7.0
17557 8.0 7.0 7.0
17558 8.0 7.0 7.0
17559 8.0 8.0 7.0
17560 8.0 8.0 6.0
17561 8.0 8.0 6.0
17562 8.0 8.0 6.0
17563 8.0 8.0 6.0
17564 8.0 8.0 6.0
17565 8.0 8.0 6.0
17566 8.0 8.0 6.0
17567 8.0 8.0 6.0
17568 8.0 8.0 6.0
17569 9.0 8.0 6.0
17570 9.0 8.0 6.0
17571 9.0 8.0 6.0
17572 9.0 8.0 5.0
17573 9.0 8.0 5.0
17574 10.0 8.0 5.0
17575 10.0 8.0 5.0
17576 10.0 8.0 5.0
17577 10.0 8.0 5.0
17578 10.0 8.0 5.0
17579 10.0 8.0 5.0
17580 10.0 8.0 5.0
17581 10.0 8.0 5.0
17582 10.0 8.0 5.0
17583 11.0 8.0 5.0
17584 11.0 7.0 5.0
17585 11.0 7.0 5.0
17586 11.0 7.0 5.0
17587 11.0 7.0 5.0
17588 11.0 7.0 5.0
17589 11.0 7.0 5.0
17590 11.0 7.0 5.0
17591 11.0 6.0 5.0
17592 11.0 6.0 5.0
17593 11.0 6.0 5.0
17594 11.0 6.0 5.0
17595 11.0 6.0 5.0
17596 11.0 6.0 6.0
17597 11.0 6.0 6.0
17598 11.0 6.0 6.0
17599 11.0 6.0 6.0
17600 11.0 6.0 6.0
17601 11.0 6.0 6.0
17602 11.0 6.0 6.0
17603 11.0 6.0 6.0
17604 11.0 6.0 6.0
17605 11.0 6.0 7.0
17606 11.0 6.0 6.0
17607 11.0 6.0 6.0
17608 11.0 6.0 6.0
17609 11.0 6.0 6.0
17610 11.0 6.0 6.0
17611 11.0 6.0 6.0
17612 11.0 6.0 6.0
17613 11.0 6.0 6.0
17614 11.0 6.0 6.0
17615 11.0 6.0 6.0
17616 12.0 6.0 6.0
17617 12.0 5.0 6.0
17618 12.0 5.0 6.0
17619 12.0 5.0 6.0
17620 12.0 5.0 7.0
17621 12.0 5.0 7.0
17622 12.0 5.0 7.0
17623 11.0 5.0 7.0
17624 11.0 5.0 7.0
17625 11.0 5.0 7.0
17626 11.0 5.0 7.0
17627 11.0 5.0 7.0
17628 11.0 5.0 7.0
17629 11.0 5.0 7.0
17630 11.0 5.0 7.0
17631 11.0 5.0 7.0
17632 12.0 5.0 7.0
17633 12.0 5.0 7.0
17634 12.0 5.0 7.0
17635 12.0 5.0 7.0
17636 12.0 5.0 7.0
17637 12.0 5.0 7.0
17638 13.0 5.0 7.0
17639 13.0 5.0 7.0
17640 13.0 5.0 7.0
17641 13.0 5.0 7.0
17642 13.0 5.0 7.0
17643 13.0 5.0 7.0
17644 13.0 5.0 7.0
17645 13.0 5.0 7.0
17646 13.0 5.0 7.0
17647 13.0 5.0 7.0
17648 13.0 5.0 7.0
17649 13.0 5.0 7.0
17650 13.0 5.0 8.0
17651 13.0 5.0 7.0
17652 13.0 5.0 7.0
17653 13.0 5.0 7.0
17654 13.0 5.0 7.0
17655 13.0 6.0 7.0
17656 13.0 6.0 7.0
17657 13.0 6.0 7.0
17658 13.0 6.0 7.0
17659 13.0 6.0 7.0
17660 12.0 6.0 7.0
17661 12.0 6.0 7.0
17662 12.0 6.0 7.0
17663 11.0 6.0 7.0
17664 11.0 6.0 7.0
17665 11.0 6.0 7.0
17666 11.0 5.0 7.0
17667 11.0 5.0 7.0
17668 11.0 5.0 7.0
17669 11.0 5.0 7.0
17670 11.0 5.0 7.0
17671 11.0 5.0 7.0
17672 10.0 5.0 7.0
17673 10.0 5.0 7.0
17674 10.0 5.0 7.0
17675 10.0 5.0 7.0
17676 10.0 5.0 7.0
17677 9.0 5.0 7.0
17678 9.0 5.0 7.0
17679 9.0 5.0 7.0
17680 9.0 5.0 7.0
17681 9.0 5.0 7.0
17682 9.0 5.0 7.0
17683 10.0 5.0 7.0
17684 10.0 5.0 7.0
17685 10.0 5.0 7.0
17686 10.0 5.0 7.0
17687 10.0 5.0 7.0
17688 10.0 5.0 7.0
17689 10.0 4.0 8.0
17690 10.0 4.0 8.0
17691 10.0 4.0 8.0
17692 10.0 4.0 8.0
17693 10.0 4.0 8.0
17694 10.0 3.0 8.0
17695 10.0 3.0 8.0
17696 10.0 3.0 8.0
17697 10.0 3.0 8.0
17698 9.0 3.0 8.0
17699 9.0 3.0 8.0
17700 9.0 3.0 8.0
17701 9.0 3.0 8.0
17702 9.0 3.0 8.0
17703 9.0 3.0 8.0
17704 10.0 3.0 8.0
17705 10.0 2.0 8.0
17706 10.0 2.0 8.0
17707 10.0 2.0 8.0
17708 10.0 2.0 8.0
17709 10.0 2.0 8.0
17710 10.0 2.0 8.0
17711 10.0 2.0 7.0
17712 10.0 2.0 7.0
17713 10.0 2.0 7.0
17714 10.0 2.0 7.0
17715 11.0 2.0 7.0
17716 11.0 2.0 7.0
17717 11.0 2.0 7.0
17718 11.0 2.0 7.0
17719 12.0 2.0 7.0
17720 12.0 2.0 7.0
17721 12.0 2.0 7.0
17722 12.0 2.0 7.0
17723 12.0 2.0 7.0
17724 12.0 2.0 7.0
17725 13.0 2.0 7.0
17726 13.0 2.0 7.0
17727 13.0 2.0 7.0
17728 13.0 2.0 7.0
17729 13.0 2.0 7.0
17730 13.0 2.0 7.0
17731 13.0 2.0 7.0
17732 13.0 2.0 7.0
17733 13.0 2.0 7.0
17734 13.0 2.0 7.0
17735 13.0 2.0 7.0
17736 13.0 3.0 7.0
17737 13.0 3.0 7.0
17738 12.0 3.0 7.0
17739 12.0 3.0 7.0
17740 12.0 3.0 7.0
17741 12.0 3.0 7.0
17742 12.0 3.0 7.0
17743 12.0 3.0 7.0
17744 12.0 3.0 6.0
17745 12.0 3.0 6.0
17746 12.0 3.0 6.0
17747 12.0 3.0 6.0
17748 12.0 3.0 6.0
17749 11.0 3.0 6.0
17750 11.0 3.0 6.0
17751 11.0 3.0 6.0
17752 11.0 3.0 6.0
17753 11.0 4.0 6.0
17754 11.0 4.0 6.0
17755 11.0 4.0 6.0
17756 11.0 4.0 5.0
17757 11.0 4.0 5.0
17758 11.0 4.0 5.0
17759 11.0 4.0 5.0
17760 11.0 4.0 5.0
17761 12.0 4.0 5.0
17762 12.0 4.0 5.0
17763 12.0 4.0 5.0
17764 12.0 4.0 5.0
17765 12.0 4.0 5.0
17766 12.0 4.0 5.0
17767 12.0 3.0 5.0
17768 12.0 3.0 5.0
17769 12.0 3.0 5.0
17770 12.0 3.0 5.0
17771 12.0 3.0 5.0
17772 12.0 3.0 5.0
17773 12.0 3.0 5.0
17774 12.0 3.0 5.0
17775 12.0 3.0 5.0
17776 12.0 3.0 5.0
17777 11.0 3.0 5.0
17778 11.0 4.0 5.0
17779 11.0 4.0 5.0
17780 11.0 4.0 5.0
17781 11.0 4.0 5.0
17782 10.0 4.0 5.0
17783 10.0 4.0 5.0
17784 10.0 4.0 5.0
17785 10.0 4.0 5.0
17786 10.0 4.0 5.0
17787 10.0 4.0 5.0
17788 10.0 4.0 5.0
17789 10.0 4.0 5.0
17790 10.0 4.0 5.0
17791 9.0 4.0 5.0
17792 9.0 5.0 5.0
17793 9.0 5.0 5.0
17794 9.0 5.0 5.0
17795 9.0 5.0 5.0
17796 9.0 5.0 5.0
17797 9.0 5.0 5.0
17798 9.0 5.0 5.0
17799 9.0 5.0 6.0
17800 9.0 5.0 6.0
17801 9.0 5.0 6.0
17802 9.0 5.0 6.0
17803 9.0 5.0 6.0
17804 9.0 5.0 5.0
17805 9.0 5.0 5.0
17806 9.0 5.0 5.0
17807 9.0 5.0 5.0
17808 9.0 5.0 5.0
17809 10.0 5.0 5.0
17810 10.0 5.0 5.0
17811 10.0 5.0 5.0
17812 10.0 5.0 5.0
17813 10.0 5.0 4.0
17814 10.0 5.0 4.0
17815 10.0 5.0 4.0
17816 10.0 5.0 4.0
17817 10.0 5.0 4.0
17818 10.0 5.0 4.0
17819 10.0 6.0 4.0
17820 10.0 6.0 4.0
17821 10.0 6.0 4.0
17822 10.0 6.0 4.0
17823 10.0 6.0 4.0
17824 9.0 6.0 4.0
17825 9.0 6.0 4.0
17826 9.0 6.0 4.0
17827 10.0 6.0 4.0
17828 10.0 6.0 3.0
17829 10.0 6.0 3.0
17830 10.0 6.0 3.0
17831 10.0 6.0 3.0
17832 10.0 6.0 3.0
17833 10.0 6.0 3.0
17834 10.0 6.0 3.0
17835 10.0 6.0 3.0
17836 10.0 6.0 3.0
17837 10.0 6.0 3.0
17838 10.0 6.0 3.0
17839 10.0 6.0 3.0
17840 9.0 6.0 3.0
17841 9.0 6.0 3.0
17842 9.0 6.0 3.0
17843 9.0 6.0 3.0
17844 9.0 6.0 3.0
17845 9.0 6.0 3.0
17846 8.0 6.0 3.0
17847 8.0 6.0 3.0
17848 8.0 6.0 3.0
17849 8.0 6.0 3.0
17850 8.0 6.0 3.0
17851 8.0 6.0 3.0
17852 8.0 6.0 3.0
17853 8.0 7.0 3.0
17854 8.0 7.0 3.0
17855 8.0 7.0 3.0
17856 8.0 7.0 3.0
17857 8.0 7.0 3.0
17858 8.0 7.0 2.0
17859 8.0 7.0 2.0
17860 8.0 7.0 2.0
17861 8.0 7.0 2.0
17862 8.0 7.0 2.0
17863 8.0 6.0 3.0
17864 8.0 6.0 3.0
17865 8.0 6.0 3.0
17866 8.0 6.0 3.0
17867 8.0 6.0 3.0
17868 8.0 6.0 3.0
17869 8.0 6.0 4.0
17870 8.0 6.0 4.0
17871 8.0 6.0 4.0
17872 8.0 6.0 4.0
17873 8.0 6.0 4.0
17874 8.0 6.0 4.0
17875 8.0 6.0 4.0
17876 8.0 6.0 4.0
17877 8.0 6.0 4.0
17878 9.0 6.0 4.0
17879 9.0 6.0 4.0
17880 9.0 6.0 4.0
17881 9.0 6.0 4.0
17882 9.0 6.0 4.0
17883 9.0 6.0 4.0
17884 9.0 6.0 5.0
17885 9.0 6.0 5.0
17886 9.0 6.0 5.0
17887 9.0 6.0 5.0
17888 9.0 6.0 5.0
17889 9.0 6.0 5.0
17890 9.0 6.0 5.0
17891 8.0 6.0 5.0
17892 8.0 6.0 5.0
17893 8.0 6.0 5.0
17894 8.0 6.0 5.0
17895 8.0 6.0 5.0
17896 8.0 6.0 5.0
17897 8.0 6.0 4.0
17898 8.0 6.0 5.0
17899 8.0 6.0 5.0
17900 8.0 6.0 5.0
17901 8.0 6.0 5.0
17902 8.0 7.0 5.0
17903 8.0 7.0 5.0
17904 8.0 7.0 5.0
17905 8.0 7.0 5.0
17906 8.0 7.0 5.0
17907 8.0 7.0 5.0
17908 9.0 7.0 5.0
17909 9.0 7.0 5.0
17910 9.0 7.0 5.0
17911 9.0 7.0 5.0
17912 8.0 7.0 5.0
17913 8.0 7.0 5.0
17914 8.0 7.0 5.0
17915 8.0 7.0 5.0
17916 8.0 7.0 5.0
17917 8.0 7.0 5.0
17918 8.0 7.0 5.0
17919 8.0 8.0 5.0
17920 8.0 8.0 5.0
17921 8.0 8.0 5.0
17922 8.0 8.0 5.0
17923 7.0 8.0 5.0
17924 7.0 8.0 5.0
17925 7.0 8.0 5.0
17926 7.0 8.0 5.0
17927 6.0 8.0 5.0
17928 6.0 8.0 5.0
17929 6.0 8.0 5.0
17930 6.0 8.0 5.0
17931 6.0 8.0 5.0
17932 7.0 8.0 5.0
17933 6.0 8.0 5.0
17934 6.0 8.0 5.0
17935 6.0 8.0 5.0
17936 6.0 8.0 5.0
17937 6.0 8.0 5.0
17938 6.0 8.0 5.0
17939 6.0 8.0 5.0
17940 6.0 9.0 5.0
17941 6.0 9.0 5.0
17942 6.0 9.0 5.0
17943 6.0 9.0 5.0
17944 6.0 8.0 5.0
17945 6.0 8.0 5.0
17946 6.0 8.0 5.0
17947 6.0 8.0 5.0
17948 6.0 8.0 5.0
17949 6.0 8.0 5.0
17950 6.0 8.0 5.0
17951 6.0 8.0 5.0
17952 6.0 8.0 5.0
17953 6.0 8.0 5.0
17954 6.0 8.0 5.0
17955 6.0 8.0 5.0
17956 6.0 8.0 5.0
17957 6.0 8.0 5.0
17958 6.0 8.0 5.0
17959 6.0 8.0 5.0
17960 6.0 8.0 5.0
17961 6.0 7.0 5.0
17962 6.0 7.0 5.0
17963 6.0 7.0 5.0
17964 6.0 7.0 5.0
17965 6.0 7.0 5.0
17966 6.0 7.0 5.0
17967 6.0 7.0 5.0
17968 6.0 7.0 5.0
17969 5.0 7.0 5.0
17970 5.0 7.0 5.0
17971 5.0 7.0 5.0
17972 5.0 8.0 5.0
17973 5.0 8.0 5.0
17974 5.0 8.0 5.0
17975 5.0 8.0 5.0
17976 5.0 8.0 5.0
17977 5.0 8.0 5.0
17978 5.0 8.0 5.0
17979 5.0 8.0 5.0
17980 5.0 8.0 5.0
17981 5.0 8.0 5.0
17982 5.0 8.0 5.0
17983 5.0 8.0 6.0
17984 5.0 8.0 6.0
17985 5.0 8.0 6.0
17986 5.0 7.0 6.0
17987 5.0 7.0 6.0
17988 5.0 7.0 6.0
17989 5.0 7.0 6.0
17990 5.0 7.0 6.0
17991 5.0 7.0 6.0
17992 5.0 7.0 6.0
17993 5.0 7.0 6.0
17994 5.0 7.0 6.0
17995 5.0 7.0 6.0
17996 5.0 7.0 6.0
17997 5.0 7.0 6.0
17998 5.0 7.0 6.0
17999 5.0 7.0 6.0
18000 5.0 6.0 6.0
18001 5.0 6.0 6.0
18002 5.0 6.0 6.0
18003 5.0 6.0 6.0
18004 5.0 6.0 6.0
18005 5.0 6.0 6.0
18006 5.0 6.0 6.0
18007 5.0 6.0 5.0
18008 5.0 6.0 5.0
18009 5.0 6.0 5.0
18010 5.0 6.0 5.0
18011 5.0 6.0 5.0
18012 5.0 6.0 5.0
18013 5.0 6.0 6.0
18014 5.0 6.0 6.0
18015 5.0 6.0 6.0
18016 5.0 6.0 6.0
18017 4.0 6.0 6.0
18018 5.0 6.0 6.0
18019 5.0 6.0 6.0
18020 5.0 6.0 6.0
18021 5.0 7.0 6.0
18022 5.0 7.0 6.0
18023 5.0 7.0 6.0
18024 5.0 7.0 6.0
18025 5.0 8.0 6.0
18026 5.0 8.0 6.0
18027 5.0 7.0 6.0
18028 5.0 7.0 7.0
18029 5.0 7.0 7.0
18030 5.0 7.0 7.0
18031 5.0 7.0 7.0
18032 5.0 7.0 7.0
18033 5.0 7.0 7.0
18034 5.0 7.0 7.0
18035 4.0 7.0 7.0
18036 5.0 7.0 7.0
18037 5.0 7.0 7.0
18038 5.0 7.0 7.0
18039 5.0 7.0 7.0
18040 5.0 7.0 7.0
18041 5.0 7.0 7.0
18042 5.0 7.0 7.0
18043 5.0 7.0 7.0
18044 5.0 7.0 7.0
18045 5.0 7.0 7.0
18046 5.0 7.0 7.0
18047 5.0 7.0 7.0
18048 5.0 7.0 7.0
18049 5.0 7.0 7.0
18050 5.0 7.0 7.0
18051 5.0 8.0 7.0
18052 5.0 8.0 7.0
18053 5.0 8.0 7.0
18054 5.0 8.0 7.0
18055 5.0 8.0 7.0
18056 5.0 8.0 7.0
18057 5.0 8.0 7.0
18058 5.0 8.0 7.0
18059 5.0 8.0 7.0
18060 5.0 8.0 7.0
18061 5.0 7.0 7.0
18062 5.0 7.0 7.0
18063 5.0 7.0 7.0
18064 5.0 7.0 7.0
18065 5.0 7.0 7.0
18066 5.0 7.0 7.0
18067 5.0 7.0 7.0
18068 5.0 7.0 7.0
18069 5.0 7.0 7.0
18070 5.0 7.0 8.0
18071 5.0 7.0 7.0
18072 5.0 7.0 7.0
18073 5.0 7.0 7.0
18074 5.0 7.0 7.0
18075 5.0 7.0 7.0
18076 5.0 7.0 7.0
18077 5.0 7.0 6.0
18078 5.0 7.0 6.0
18079 5.0 7.0 6.0
18080 5.0 7.0 6.0
18081 5.0 7.0 6.0
18082 5.0 7.0 6.0
18083 5.0 7.0 6.0
18084 5.0 7.0 6.0
18085 5.0 7.0 7.0
18086 4.0 7.0 7.0
18087 4.0 7.0 7.0
18088 4.0 7.0 7.0
18089 4.0 7.0 7.0
18090 4.0 7.0 7.0
18091 4.0 7.0 7.0
18092 4.0 7.0 6.0
18093 4.0 7.0 6.0
18094 4.0 7.0 6.0
18095 4.0 7.0 6.0
18096 4.0 7.0 6.0
18097 4.0 7.0 6.0
18098 4.0 7.0 6.0
18099 4.0 7.0 6.0
18100 4.0 7.0 6.0
18101 4.0 7.0 6.0
18102 4.0 7.0 6.0
18103 4.0 7.0 6.0
18104 4.0 7.0 6.0
18105 4.0 7.0 6.0
18106 4.0 7.0 5.0
18107 4.0 7.0 5.0
18108 4.0 7.0 5.0
18109 5.0 7.0 5.0
18110 5.0 6.0 5.0
18111 5.0 6.0 5.0
18112 5.0 6.0 5.0
18113 5.0 6.0 5.0
18114 5.0 6.0 5.0
18115 5.0 6.0 5.0
18116 4.0 7.0 5.0
18117 4.0 7.0 5.0
18118 4.0 7.0 5.0
18119 4.0 7.0 5.0
18120 4.0 7.0 5.0
18121 4.0 7.0 5.0
18122 4.0 7.0 5.0
18123 4.0 7.0 5.0
18124 4.0 7.0 5.0
18125 4.0 7.0 5.0
18126 4.0 7.0 5.0
18127 4.0 6.0 6.0
18128 4.0 6.0 6.0
18129 4.0 6.0 6.0
18130 4.0 6.0 6.0
18131 4.0 6.0 6.0
18132 4.0 6.0 6.0
18133 4.0 6.0 6.0
18134 4.0 6.0 6.0
18135 4.0 7.0 6.0
18136 4.0 7.0 6.0
18137 4.0 7.0 6.0
18138 4.0 7.0 6.0
18139 4.0 7.0 6.0
18140 3.0 7.0 6.0
18141 3.0 7.0 6.0
18142 3.0 7.0 7.0
18143 3.0 7.0 7.0
18144 3.0 7.0 7.0
18145 3.0 7.0 7.0
18146 3.0 7.0 7.0
18147 3.0 7.0 7.0
18148 3.0 6.0 7.0
18149 3.0 6.0 7.0
18150 3.0 6.0 7.0
18151 3.0 6.0 7.0
18152 3.0 6.0 7.0
18153 3.0 6.0 7.0
18154 3.0 6.0 7.0
18155 3.0 6.0 7.0
18156 4.0 6.0 7.0
18157 4.0 6.0 7.0
18158 4.0 6.0 7.0
18159 4.0 6.0 7.0
18160 4.0 6.0 7.0
18161 4.0 6.0 7.0
18162 4.0 6.0 7.0
18163 4.0 6.0 7.0
18164 4.0 6.0 7.0
18165 4.0 6.0 7.0
18166 4.0 6.0 7.0
18167 4.0 6.0 7.0
18168 4.0 6.0 7.0
18169 4.0 6.0 7.0
18170 4.0 7.0 7.0
18171 4.0 7.0 7.0
18172 4.0 7.0 7.0
18173 4.0 7.0 7.0
18174 4.0 7.0 7.0
18175 4.0 7.0 7.0
18176 4.0 7.0 7.0
18177 4.0 7.0 7.0
18178 4.0 8.0 7.0
18179 4.0 8.0 7.0
18180 4.0 7.0 7.0
18181 4.0 7.0 7.0
18182 4.0 7.0 7.0
18183 4.0 7.0 7.0
18184 4.0 7.0 7.0
18185 4.0 7.0 7.0
18186 4.0 7.0 7.0
18187 4.0 7.0 7.0
18188 4.0 7.0 7.0
18189 4.0 7.0 7.0
18190 5.0 7.0 7.0
18191 5.0 7.0 6.0
18192 5.0 7.0 6.0
18193 6.0 7.0 6.0
18194 6.0 7.0 6.0
18195 6.0 7.0 6.0
18196 6.0 7.0 6.0
18197 6.0 7.0 6.0
18198 6.0 7.0 6.0
18199 6.0 7.0 6.0
18200 6.0 7.0 6.0
18201 6.0 7.0 6.0
18202 6.0 7.0 7.0
18203 6.0 7.0 7.0
18204 6.0 7.0 7.0
18205 6.0 7.0 7.0
18206 6.0 7.0 7.0
18207 6.0 7.0 7.0
18208 6.0 7.0 7.0
18209 6.0 7.0 7.0
18210 6.0 7.0 7.0
18211 6.0 7.0 7.0
18212 6.0 7.0 7.0
18213 6.0 7.0 7.0
18214 6.0 7.0 7.0
18215 6.0 7.0 7.0
18216 6.0 7.0 7.0
18217 6.0 7.0 7.0
18218 6.0 7.0 7.0
18219 6.0 7.0 7.0
18220 7.0 7.0 7.0
18221 7.0 7.0 6.0
18222 7.0 7.0 6.0
18223 7.0 7.0 6.0
18224 7.0 7.0 6.0
18225 7.0 7.0 6.0
18226 6.0 7.0 6.0
18227 6.0 7.0 6.0
18228 6.0 7.0 6.0
18229 6.0 6.0 6.0
18230 6.0 6.0 6.0
18231 6.0 6.0 6.0
18232 6.0 6.0 6.0
18233 6.0 5.0 6.0
18234 6.0 5.0 6.0
18235 6.0 5.0 6.0
18236 6.0 5.0 5.0
18237 6.0 5.0 5.0
18238 6.0 5.0 5.0
18239 6.0 5.0 5.0
18240 6.0 5.0 5.0
18241 6.0 5.0 5.0
18242 6.0 5.0 5.0
18243 6.0 5.0 5.0
18244 5.0 6.0 5.0
18245 5.0 6.0 5.0
18246 5.0 6.0 5.0
18247 5.0 6.0 5.0
18248 5.0 6.0 5.0
18249 5.0 6.0 5.0
18250 6.0 6.0 5.0
18251 6.0 6.0 5.0
18252 6.0 6.0 5.0
18253 6.0 6.0 5.0
18254 6.0 6.0 5.0
18255 6.0 6.0 5.0
18256 6.0 6.0 5.0
18257 6.0 6.0 5.0
18258 6.0 6.0 5.0
18259 6.0 5.0 5.0
18260 6.0 5.0 5.0
18261 6.0 5.0 5.0
18262 6.0 5.0 5.0
18263 6.0 5.0 5.0
18264 6.0 5.0 5.0
18265 7.0 5.0 5.0
18266 7.0 5.0 5.0
18267 7.0 5.0 5.0
18268 7.0 5.0 5.0
18269 7.0 5.0 5.0
18270 7.0 5.0 5.0
18271 7.0 5.0 5.0
18272 7.0 5.0 5.0
18273 7.0 5.0 5.0
18274 7.0 5.0 5.0
18275 7.0 5.0 5.0
18276 7.0 5.0 5.0
18277 8.0 5.0 5.0
18278 8.0 5.0 4.0
18279 8.0 5.0 4.0
18280 8.0 5.0 4.0
18281 8.0 5.0 4.0
18282 8.0 5.0 4.0
18283 8.0 5.0 4.0
18284 8.0 5.0 4.0
18285 8.0 5.0 4.0
18286 8.0 5.0 4.0
18287 8.0 5.0 4.0
18288 8.0 5.0 4.0
18289 8.0 5.0 4.0
18290 8.0 5.0 4.0
18291 8.0 5.0 4.0
18292 8.0 5.0 4.0
18293 8.0 5.0 3.0
18294 8.0 5.0 4.0
18295 8.0 5.0 4.0
18296 8.0 5.0 4.0
18297 8.0 5.0 4.0
18298 8.0 5.0 4.0
18299 8.0 5.0 4.0
18300 8.0 5.0 4.0
18301 8.0 5.0 4.0
18302 8.0 5.0 4.0
18303 8.0 5.0 4.0
18304 8.0 5.0 4.0
18305 8.0 5.0 4.0
18306 8.0 5.0 4.0
18307 8.0 5.0 4.0
18308 8.0 5.0 4.0
18309 8.0 5.0 4.0
18310 8.0 5.0 4.0
18311 8.0 5.0 4.0
18312 8.0 5.0 4.0
18313 8.0 5.0 4.0
18314 8.0 5.0 4.0
18315 8.0 5.0 4.0
18316 8.0 5.0 4.0
18317 7.0 5.0 4.0
18318 7.0 5.0 4.0
18319 7.0 5.0 4.0
18320 7.0 5.0 4.0
18321 7.0 5.0 4.0
18322 7.0 5.0 4.0
18323 7.0 5.0 4.0
18324 7.0 4.0 4.0
18325 7.0 5.0 4.0
18326 7.0 5.0 4.0
